id,split,V,A,D,text,fil_text_5,emotion_features,emotions
Seedbombing_4888_4916,train,0.30000000000000004,0.050000000000000044,0.0,"Thanks for commenting, Kate.","Thanks for commenting, [NAME].","(0.30000000000000004, 0.050000000000000044, 0.0)",Cooperative
Seedbombing_4917_4947,train,0.5,0.10000000000000009,0.050000000000000044,Your mom and aunt sound great.,Your mom and aunt sound great.,"(0.5, 0.10000000000000009, 0.050000000000000044)",Devoted
Seedbombing_491_552,train,-0.1499999999999999,-0.25,-0.1499999999999999,1. Understand that a job worth doing is worth doing crappily.,1. Understand that a job worth doing is worth doing crappily.,"(-0.1499999999999999, -0.25, -0.1499999999999999)",Subdued
Seedbombing_4949_5056,train,-0.125,0.06000000000000005,-0.06000000000000005,I used to see this old scary dude walking around checking the trees in Griffith Park for Dutch Elm Disease.,I used to see this old scary dude walking around checking the trees in Griffith Park for Dutch Elm Disease.,"(-0.125, 0.06000000000000005, -0.06000000000000005)",Repentant
Seedbombing_5057_5153,train,-0.050000000000000044,-0.10000000000000009,-0.050000000000000044,Turns out he had been a brilliant biology student before losing derferment and going to Vietnam.,Turns out he had been a brilliant biology student before losing derferment and going to Vietnam.,"(-0.050000000000000044, -0.10000000000000009, -0.050000000000000044)",Reserved
Seedbombing_5154_5188,train,0.25,0.050000000000000044,0.0,Thanks for making me remember him.,Thanks for making me remember him.,"(0.25, 0.050000000000000044, 0.0)",Cooperative
Seedbombing_5190_5208,train,0.1499999999999999,0.10000000000000009,0.19999999999999996,We are everywhere.,We are everywhere.,"(0.1499999999999999, 0.10000000000000009, 0.19999999999999996)",Aloof
Seedbombing_5213_5245,train,0.0,-0.25,-0.050000000000000044,"Summer 26. Nov, 2009 at 10:52 am","Summer 26. Nov, 2009 at 1052 am","(0.0, -0.25, -0.050000000000000044)",Reserved
Seedbombing_5247_5258,train,0.6000000000000001,0.3999999999999999,0.050000000000000044,Loved this!,Loved this!,"(0.6000000000000001, 0.3999999999999999, 0.050000000000000044)",Intersested
Seedbombing_5263_5293,train,0.0,-0.06000000000000005,0.0,"brian 14. Dec, 2009 at 8:10 pm","[NAME] 14. Dec, 2009 at 810 pm","(0.0, -0.06000000000000005, 0.0)",Reserved
Seedbombing_5295_5333,dev,-0.06000000000000005,0.0,0.0,Didn't know there was a name for this.,Didnt know there was a name for this.,"(-0.06000000000000005, 0.0, 0.0)",Reprehensible
Seedbombing_5334_5354,train,0.42999999999999994,0.0,0.07000000000000006,Awesome idea though.,Awesome idea though.,"(0.42999999999999994, 0.0, 0.07000000000000006)",Cooperative
Seedbombing_5355_5442,train,0.19999999999999996,0.0,0.1499999999999999,My wife and I did this when we lived in Texas ... planted blue bonnets in a state park.,My wife and I did this when we lived in Texas  planted blue bonnets in a state park.,"(0.19999999999999996, 0.0, 0.1499999999999999)",Modest
Seedbombing_5443_5504,dev,0.0,0.06000000000000005,0.06000000000000005,"Yeah, I know, ""Texas has plenty of blue bonnets,"" you say ...","Yeah, I know, Texas has plenty of blue bonnets, you say ","(0.0, 0.06000000000000005, 0.06000000000000005)",Reprehensible
Seedbombing_5457_5492,train,0.0,-0.10000000000000009,0.0,"""Texas has plenty of blue bonnets,""","Texas has plenty of blue bonnets,","(0.0, -0.10000000000000009, 0.0)",Reserved
Seedbombing_5506_5542,train,0.0,-0.050000000000000044,0.0,Well we thought they could use more.,Well we thought they could use more.,"(0.0, -0.050000000000000044, 0.0)",Reserved
Seedbombing_5547_5586,train,-0.05499999999999994,-0.16500000000000004,-0.1100000000000001,"Jessica Reeder 15. Dec, 2009 at 9:08 am","[NAME] 15. Dec, 2009 at 908 am","(-0.05499999999999994, -0.16500000000000004, -0.1100000000000001)",Reserved
Seedbombing_554_575,train,-0.365,0.2250000000000001,0.0,You will fuck it up .,You will fuck it up .,"(-0.365, 0.2250000000000001, 0.0)",Sinful
Seedbombing_5588_5622,train,0.5,0.3999999999999999,0.10000000000000009,"Hey Brian, thanks for stopping by!","Hey [NAME], thanks for stopping by!","(0.5, 0.3999999999999999, 0.10000000000000009)",Hopeful
Seedbombing_5623_5644,train,0.5,0.25,0.08499999999999996,That was nice of you.,That was nice of you.,"(0.5, 0.25, 0.08499999999999996)",Hopeful
Seedbombing_5647_5690,train,0.21999999999999997,0.0,0.1100000000000001,There is no such thing as too many flowers.,There is no such thing as too many flowers.,"(0.21999999999999997, 0.0, 0.1100000000000001)",Modest
Seedbombing_5691_5701,train,0.44999999999999996,0.0,0.1499999999999999,Well done.,Well done.,"(0.44999999999999996, 0.0, 0.1499999999999999)",Devoted
Seedbombing_5703_5817,train,0.0,0.0,0.0,"We just made seedbombs for our holiday gift baskets; they're a mix of flowers from the yard, heavy on the poppies.","We just made seedbombs for our holiday gift baskets theyre a mix of flowers from the yard, heavy on the poppies.","(0.0, 0.0, 0.0)",Repentant
Seedbombing_576_591,train,-0.10000000000000009,0.0,0.0,Live with this.,Live with this.,"(-0.10000000000000009, 0.0, 0.0)",Reprehensible
Seedbombing_5822_5974,train,-0.25,0.1499999999999999,0.1499999999999999,"I am not nice, young, hip, white, rich, educated, suburban or any of the other things you are unconsciously assuming anyone who loves the earth must be.","I am not nice, young, hip, white, rich, educated, suburban or any of the other things you are unconsciously assuming anyone who loves the earth must be.","(-0.25, 0.1499999999999999, 0.1499999999999999)",Insolent
Seedbombing_592_603,test,0.10000000000000009,0.050000000000000044,0.10000000000000009,Embrace it.,Embrace it.,"(0.10000000000000009, 0.050000000000000044, 0.10000000000000009)",Aloof
Seedbombing_5975_6064,dev,0.0,0.0,0.10000000000000009,"My discontent is the mother of invention, and by invention, I mean creative re-purposing.","My discontent is the mother of invention, and by invention, I mean creative repurposing.","(0.0, 0.0, 0.10000000000000009)",Reprehensible
Seedbombing_605_662,train,0.0,0.050000000000000044,0.050000000000000044,Nothing worth doing was learned perfectly the first time.,Nothing worth doing was learned perfectly the first time.,"(0.0, 0.050000000000000044, 0.050000000000000044)",Reprehensible
Seedbombing_6066_6177,dev,0.18999999999999995,-0.06000000000000005,0.31000000000000005,I love bringing apt quotations and poems to awkward occasions the way another guest would bring a box of See's.,I love bringing apt quotations and poems to awkward occasions the way another guest would bring a box of Sees.,"(0.18999999999999995, -0.06000000000000005, 0.31000000000000005)",Aloof
Seedbombing_6178_6203,train,0.10000000000000009,0.0,0.10000000000000009,"Actually, I do that, too.","Actually, I do that, too.","(0.10000000000000009, 0.0, 0.10000000000000009)",Aloof
Seedbombing_6204_6339,train,0.0,-0.05499999999999994,0.05499999999999994,"Anyone who doesn't have a sweet tooth is bound to have a mean streak, and freegan chocolates are perfectly salvagable most of the time.","Anyone who doesnt have a sweet tooth is bound to have a mean streak, and freegan chocolates are perfectly salvagable most of the time.","(0.0, -0.05499999999999994, 0.05499999999999994)",Reserved
Seedbombing_6342_6352,train,0.05499999999999994,-0.1100000000000001,0.1100000000000001,That's me.,Thats me.,"(0.05499999999999994, -0.1100000000000001, 0.1100000000000001)",Reserved
Seedbombing_6353_6383,dev,0.0,0.21500000000000008,0.07000000000000006,I'm the Apocalyptic Housewife.,Im the Apocalyptic Housewife.,"(0.0, 0.21500000000000008, 0.07000000000000006)",Reprehensible
Seedbombing_6384_6527,train,0.30000000000000004,0.050000000000000044,0.30000000000000004,I take pictures and have ideas and enjoy my thoughts and try to do a little something less about consuming and more about redemption every day.,I take pictures and have ideas and enjoy my thoughts and try to do a little something less about consuming and more about redemption every day.,"(0.30000000000000004, 0.050000000000000044, 0.30000000000000004)",Aloof
Seedbombing_6528_6555,test,0.3999999999999999,0.1499999999999999,0.1499999999999999,It makes me a little nicer.,It makes me a little nicer.,"(0.3999999999999999, 0.1499999999999999, 0.1499999999999999)",Devoted
Seedbombing_663_782,train,-0.050000000000000044,0.050000000000000044,0.050000000000000044,"If Mother Nature herself were perfect, she wouldn't need us urban urchins to help cover her scars with flowering seeds.","If Mother Nature herself were perfect, she wouldnt need us urban urchins to help cover her scars with flowering seeds.","(-0.050000000000000044, 0.050000000000000044, 0.050000000000000044)",Reprehensible
Seedbombing_784_809,test,0.0,-0.10000000000000009,0.050000000000000044,Here's where we started -,Heres where we started ,"(0.0, -0.10000000000000009, 0.050000000000000044)",Reserved
Seedbombing_7_93,dev,0.0,-0.07000000000000006,0.0,This is the first in a series of articles by guest blogger The Apocalyptic Housewife .,This is the first in a series of articles by guest blogger The Apocalyptic Housewife .,"(0.0, -0.07000000000000006, 0.0)",Reserved
Seedbombing_812_868,train,0.18999999999999995,-0.125,-0.06000000000000005,Gift seeds of California Poppy via Jessica Reeder's mom.,Gift seeds of California Poppy via Jessica Reeders mom.,"(0.18999999999999995, -0.125, -0.06000000000000005)",Reserved
Seedbombing_869_885,test,0.30000000000000004,-0.050000000000000044,0.10000000000000009,"Thanks, MamaHun.","Thanks, MamaHun.","(0.30000000000000004, -0.050000000000000044, 0.10000000000000009)",Modest
Seedbombing_888_904,train,0.0,-0.050000000000000044,0.1499999999999999,2. Mix in seeds.,2. Mix in seeds.,"(0.0, -0.050000000000000044, 0.1499999999999999)",Proud and lonely
Seedbombing_906_1007,train,0.0,0.0,0.050000000000000044,"Use seeds of any kind, even dumpster-salvaged ones, or the ones that might be too old for the garden.","Use seeds of any kind, even dumpstersalvaged ones, or the ones that might be too old for the garden.","(0.0, 0.0, 0.050000000000000044)",Reprehensible
Seedbombing_97_216,train,-0.050000000000000044,0.0,-0.10000000000000009,"Somewhere in California, a blighted, mosquito-vector abandoned property is about to get an echinacea dose via seedbomb.","Somewhere in California, a blighted, mosquitovector abandoned property is about to get an echinacea dose via seedbomb.","(-0.050000000000000044, 0.0, -0.10000000000000009)",Repentant
SemEval_1,train,-0.355,0.14500000000000002,-0.07000000000000006,Mortar assault leaves at least 18 dead,Mortar assault leaves at least 18 dead,"(-0.355, 0.14500000000000002, -0.07000000000000006)",Sinful
SemEval_10,train,0.25,-0.06000000000000005,0.0,Alonso would be happy to retire with three titles,[NAME] would be happy to retire with three titles,"(0.25, -0.06000000000000005, 0.0)",Modest
SemEval_100,train,-0.06000000000000005,0.0,0.0,Report criticises US press freedoms,Report criticises US press freedoms,"(-0.06000000000000005, 0.0, 0.0)",Reprehensible
SemEval_1000,train,-0.5,0.31000000000000005,-0.125,Terror officials see Al Qaeda chiefs regaining power,Terror officials see Al Qaeda chiefs regaining power,"(-0.5, 0.31000000000000005, -0.125)",Angry but detached
SemEval_1001,train,-0.10000000000000009,0.0,0.0,"Ivrea journal: In Italian town, a civics lesson from pelting neighbors","Ivrea journal In Italian town, a civics lesson from pelting neighbors","(-0.10000000000000009, 0.0, 0.0)",Reprehensible
SemEval_1002,train,0.050000000000000044,-0.10000000000000009,-0.050000000000000044,Iraqi sunni lands show new oil and gas promise,Iraqi sunni lands show new oil and gas promise,"(0.050000000000000044, -0.10000000000000009, -0.050000000000000044)",Reserved
SemEval_1003,train,-0.14500000000000002,-0.07000000000000006,0.14500000000000002,Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle,Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle,"(-0.14500000000000002, -0.07000000000000006, 0.14500000000000002)",Disdainful
SemEval_1004,train,-0.050000000000000044,-0.10000000000000009,-0.050000000000000044,"A film star in Kampala, conjuring aminos ghost","A film star in Kampala, conjuring aminos ghost","(-0.050000000000000044, -0.10000000000000009, -0.050000000000000044)",Reserved
SemEval_1005,train,-0.30000000000000004,0.050000000000000044,-0.10000000000000009,Militants attack U.S. base in Iraq,Militants attack U.S. base in Iraq,"(-0.30000000000000004, 0.050000000000000044, -0.10000000000000009)",Quietly indignant
SemEval_1006,dev,-0.44999999999999996,0.25,-0.19999999999999996,North Africa feared as staging ground for terror,North Africa feared as staging ground for terror,"(-0.44999999999999996, 0.25, -0.19999999999999996)",Hungry
SemEval_1007,train,-0.125,-0.06000000000000005,0.125,"Iran says Sunnis, using Pakistan as base, planned fatal bombing","Iran says Sunnis, using Pakistan as base, planned fatal bombing","(-0.125, -0.06000000000000005, 0.125)",Reprehensible
SemEval_1008,train,-0.1499999999999999,0.050000000000000044,0.050000000000000044,Anglicans rebuke U.S. branch on same-sex unions,Anglicans rebuke U.S. branch on samesex unions,"(-0.1499999999999999, 0.050000000000000044, 0.050000000000000044)",Reprehensible
SemEval_1009,train,-0.3500000000000001,0.10000000000000009,-0.10000000000000009,Homemade bombs kill 65 on Indian train,Homemade bombs kill 65 on Indian train,"(-0.3500000000000001, 0.10000000000000009, -0.10000000000000009)",Quietly indignant
SemEval_101,test,-0.1100000000000001,0.05499999999999994,0.1100000000000001,French suburb riots could resume,French suburb riots could resume,"(-0.1100000000000001, 0.05499999999999994, 0.1100000000000001)",Reprehensible
SemEval_1010,test,-0.30000000000000004,0.0,0.0,Al Qaeda chiefs are seen to regain power,Al Qaeda chiefs are seen to regain power,"(-0.30000000000000004, 0.0, 0.0)",Weary with responsibility
SemEval_1011,train,-0.375,0.125,0.18999999999999995,Chvez threatens to jail violators of price controls,Chvez threatens to jail violators of price controls,"(-0.375, 0.125, 0.18999999999999995)",Selfish
SemEval_1012,train,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,Bush declares Iran's arms role in Iraq is certain,[NAME] declares Irans arms role in Iraq is certain,"(-0.10000000000000009, -0.10000000000000009, -0.10000000000000009)",Repentant
SemEval_1013,train,0.0,-0.050000000000000044,0.0,Accord on North Korea is announced,Accord on North Korea is announced,"(0.0, -0.050000000000000044, 0.0)",Reserved
SemEval_1015,train,0.3500000000000001,0.1499999999999999,0.19999999999999996,"Baghdad plan is a success, Iraq prime minister tells Bush","Baghdad plan is a success, Iraq prime minister tells [NAME]","(0.3500000000000001, 0.1499999999999999, 0.19999999999999996)",Devoted
SemEval_1016,train,0.19999999999999996,-0.050000000000000044,0.19999999999999996,Iraqi sunni lands show new oil and gas promise,Iraqi sunni lands show new oil and gas promise,"(0.19999999999999996, -0.050000000000000044, 0.19999999999999996)",Aloof
SemEval_1017,test,-0.16500000000000004,0.16500000000000004,0.1100000000000001,"Dispute over Iraqi cleric, said to have gone to Iran","Dispute over Iraqi cleric, said to have gone to Iran","(-0.16500000000000004, 0.16500000000000004, 0.1100000000000001)",Reprehensible
SemEval_1018,test,-0.050000000000000044,0.050000000000000044,0.050000000000000044,Planning seen in Iraqi attacks on U.S. copters,Planning seen in Iraqi attacks on U.S. copters,"(-0.050000000000000044, 0.050000000000000044, 0.050000000000000044)",Reprehensible
SemEval_1019,train,-0.25,0.050000000000000044,-0.25,"In the world of life-saving drugs, a growing epidemic of deadly fakes","In the world of lifesaving drugs, a growing epidemic of deadly fakes","(-0.25, 0.050000000000000044, -0.25)",Quietly indignant
SemEval_102,train,-0.25,0.050000000000000044,-0.10000000000000009,Photographer kidnapping condemned,Photographer kidnapping condemned,"(-0.25, 0.050000000000000044, -0.10000000000000009)",Quietly indignant
SemEval_1021,dev,-0.1100000000000001,0.0,0.0,"Books on science: The problems in modeling nature, with its unruly natural tendencies","Books on science The problems in modeling nature, with its unruly natural tendencies","(-0.1100000000000001, 0.0, 0.0)",Reprehensible
SemEval_1022,train,0.0,0.0,0.0,Believing scripture but playing by science's rules,Believing scripture but playing by sciences rules,"(0.0, 0.0, 0.0)",Repentant
SemEval_1023,train,0.16500000000000004,0.21999999999999997,0.05499999999999994,"A familiar and prescient voice, brought to life","A familiar and prescient voice, brought to life","(0.16500000000000004, 0.21999999999999997, 0.05499999999999994)",Cooperative
SemEval_1024,train,0.10000000000000009,0.0,0.050000000000000044,Findings : A cool $25 million for a climate backup plan,Findings  A cool 25 million for a climate backup plan,"(0.10000000000000009, 0.0, 0.050000000000000044)",Modest
SemEval_1025,train,0.04499999999999993,0.04499999999999993,0.09000000000000008,Call it serendipity: a missing piece of Washington's war tent is found,Call it serendipity a missing piece of Washingtons war tent is found,"(0.04499999999999993, 0.04499999999999993, 0.09000000000000008)",Reprehensible
SemEval_1026,dev,0.0,0.0,0.125,"Free Will: Now you have it, now you don't","Free Will Now you have it, now you dont","(0.0, 0.0, 0.125)",Proud and lonely
SemEval_1027,train,0.0,-0.10000000000000009,0.10000000000000009,Archaeologists find signs of early chimps' tool use,Archaeologists find signs of early chimps tool use,"(0.0, -0.10000000000000009, 0.10000000000000009)",Reserved
SemEval_1028,train,0.0,0.07000000000000006,0.21500000000000008,Wizardry at Harvard: physicists move light,Wizardry at Harvard physicists move light,"(0.0, 0.07000000000000006, 0.21500000000000008)",Proud and lonely
SemEval_1029,train,-0.3500000000000001,0.25,-0.25,The summit - a slap in the face of the Palestinians,The summit  a slap in the face of the Palestinians,"(-0.3500000000000001, 0.25, -0.25)",Hungry
SemEval_103,train,-0.3999999999999999,0.25,-0.3500000000000001,Photographer kidnapped in Gaza,Photographer kidnapped in Gaza,"(-0.3999999999999999, 0.25, -0.3500000000000001)",Confused
SemEval_1030,test,0.0,0.0,-0.050000000000000044,Moscow says Palestine-Israeli contacts key to Mideast peace,Moscow says PalestineIsraeli contacts key to Mideast peace,"(0.0, 0.0, -0.050000000000000044)",Repentant
SemEval_1031,train,-0.25,-0.1499999999999999,-0.25,Mideast summit edns with little progress,Mideast summit edns with little progress,"(-0.25, -0.1499999999999999, -0.25)",Subdued
SemEval_1033,train,0.0,0.18500000000000005,-0.04499999999999993,Pakistan-India peace talks planned despite bombings,PakistanIndia peace talks planned despite bombings,"(0.0, 0.18500000000000005, -0.04499999999999993)",Reprehensible
SemEval_1034,train,-0.3500000000000001,0.1499999999999999,-0.10000000000000009,"Czechs, Poles get missile warning","Czechs, Poles get missile warning","(-0.3500000000000001, 0.1499999999999999, -0.10000000000000009)",Sinful
SemEval_1035,train,0.0,0.050000000000000044,0.19999999999999996,Russia warns US against missile bases in East Europe,Russia warns US against missile bases in East Europe,"(0.0, 0.050000000000000044, 0.19999999999999996)",Proud and lonely
SemEval_1036,train,0.050000000000000044,0.0,0.1499999999999999,"Cheney starts visit to Japan, Australia","[NAME] starts visit to Japan, Australia","(0.050000000000000044, 0.0, 0.1499999999999999)",Proud and lonely
SemEval_1037,test,0.050000000000000044,-0.050000000000000044,0.0,China: Cheney shores up the trilateral alliance,China [NAME] shores up the trilateral alliance,"(0.050000000000000044, -0.050000000000000044, 0.0)",Reserved
SemEval_1038,train,-0.3500000000000001,0.1499999999999999,-0.19999999999999996,Iraq insurgents attack US base,Iraq insurgents attack US base,"(-0.3500000000000001, 0.1499999999999999, -0.19999999999999996)",Hungry
SemEval_1039,train,-0.3999999999999999,-0.050000000000000044,-0.10000000000000009,US soldiers die in day of violence,US soldiers die in day of violence,"(-0.3999999999999999, -0.050000000000000044, -0.10000000000000009)",Quietly indignant
SemEval_104,train,0.1499999999999999,0.050000000000000044,0.10000000000000009,Baseball: Rogers enjoys his muddied streak,Baseball Rogers enjoys his muddied streak,"(0.1499999999999999, 0.050000000000000044, 0.10000000000000009)",Aloof
SemEval_1040,train,-0.31499999999999995,0.0,-0.09000000000000008,Iraqi suicide attack kills two US troops as militants fight purge,Iraqi suicide attack kills two US troops as militants fight purge,"(-0.31499999999999995, 0.0, -0.09000000000000008)",Quietly indignant
SemEval_1041,train,-0.07000000000000006,0.0,0.07000000000000006,Iran reneges on nuclear payments to Russia,Iran reneges on nuclear payments to Russia,"(-0.07000000000000006, 0.0, 0.07000000000000006)",Reprehensible
SemEval_1042,train,-0.1499999999999999,0.050000000000000044,0.0,Top Colombia official resigns,Top Colombia official resigns,"(-0.1499999999999999, 0.050000000000000044, 0.0)",Reprehensible
SemEval_1043,train,-0.10000000000000009,0.0,0.050000000000000044,Colombia FM resigns after relatives' arrests for militia links,Colombia FM resigns after relatives arrests for militia links,"(-0.10000000000000009, 0.0, 0.050000000000000044)",Reprehensible
SemEval_1044,train,-0.25,0.050000000000000044,-0.1499999999999999,Foreign minister of Colombia quits in scandal,Foreign minister of Colombia quits in scandal,"(-0.25, 0.050000000000000044, -0.1499999999999999)",Quietly indignant
SemEval_1045,train,-0.10000000000000009,-0.050000000000000044,0.050000000000000044,New Zealand unlikely to allow crippled Japanese whaler,New Zealand unlikely to allow crippled Japanese whaler,"(-0.10000000000000009, -0.050000000000000044, 0.050000000000000044)",Reprehensible
SemEval_1046,train,-0.07000000000000006,0.0,-0.07000000000000006,Damaged Japanese whaling ship may resume hunting off Antarctica,Damaged Japanese whaling ship may resume hunting off Antarctica,"(-0.07000000000000006, 0.0, -0.07000000000000006)",Repentant
SemEval_1047,dev,-0.30000000000000004,-0.050000000000000044,-0.050000000000000044,Japanese whaling ship won't accept help,Japanese whaling ship wont accept help,"(-0.30000000000000004, -0.050000000000000044, -0.050000000000000044)",Weary with responsibility
SemEval_1048,train,0.0,-0.1499999999999999,-0.050000000000000044,Iran top N-envoy heads for Vienna for nuke talks,Iran top Nenvoy heads for Vienna for nuke talks,"(0.0, -0.1499999999999999, -0.050000000000000044)",Reserved
SemEval_1049,train,-0.3500000000000001,0.10000000000000009,-0.050000000000000044,Victims of Air India still wait for justice,Victims of Air India still wait for justice,"(-0.3500000000000001, 0.10000000000000009, -0.050000000000000044)",Weary with responsibility
SemEval_105,train,0.10000000000000009,0.050000000000000044,0.050000000000000044,"Cultural revolutionary, the iPod is five","Cultural revolutionary, the iPod is five","(0.10000000000000009, 0.050000000000000044, 0.050000000000000044)",Reprehensible
SemEval_1050,train,-0.31000000000000005,0.06000000000000005,0.18999999999999995,Kanishka bombing case: Inquiry judge threatens to quit,Kanishka bombing case Inquiry judge threatens to quit,"(-0.31000000000000005, 0.06000000000000005, 0.18999999999999995)",Selfish
SemEval_1051,train,-0.10000000000000009,0.10000000000000009,0.0,Judge threatens to shut down Air-India inquiry,Judge threatens to shut down AirIndia inquiry,"(-0.10000000000000009, 0.10000000000000009, 0.0)",Reprehensible
SemEval_1052,train,0.14500000000000002,0.0,0.07000000000000006,Royal rescues presidential hopes with commanding performance,Royal rescues presidential hopes with commanding performance,"(0.14500000000000002, 0.0, 0.07000000000000006)",Modest
SemEval_1053,train,0.050000000000000044,-0.10000000000000009,0.050000000000000044,Royal seeks to revive French bid,Royal seeks to revive French bid,"(0.050000000000000044, -0.10000000000000009, 0.050000000000000044)",Reserved
SemEval_1054,train,0.19999999999999996,0.050000000000000044,0.050000000000000044,Sarkozy comfort zone offers a royal opportunity,[NAME] offers a royal opportunity,"(0.19999999999999996, 0.050000000000000044, 0.050000000000000044)",Modest
SemEval_1055,train,-0.17999999999999994,-0.09000000000000008,0.135,"Hicks first in line for trial, Bush says","Hicks first in line for trial, [NAME] says","(-0.17999999999999994, -0.09000000000000008, 0.135)",Disdainful
SemEval_1056,train,-0.050000000000000044,0.050000000000000044,0.0,Australia tells Bush to speed up Guantanamo trial,Australia tells [NAME] to speed up Guantanamo trial,"(-0.050000000000000044, 0.050000000000000044, 0.0)",Reprehensible
SemEval_1058,train,-0.125,0.0,0.0,France ends toxic alert at Canadian embassy in Paris,France ends toxic alert at Canadian embassy in Paris,"(-0.125, 0.0, 0.0)",Reprehensible
SemEval_1059,train,0.0,0.0,-0.050000000000000044,Paris police investigate package at Canadian embassy,Paris police investigate package at Canadian embassy,"(0.0, 0.0, -0.050000000000000044)",Repentant
SemEval_106,test,-0.050000000000000044,-0.10000000000000009,-0.050000000000000044,Life on Mars? Maybe We Missed It,Life on Mars? Maybe We Missed It,"(-0.050000000000000044, -0.10000000000000009, -0.050000000000000044)",Reserved
SemEval_1060,train,0.0,0.10000000000000009,0.0,False alarm at Canadian embassy in Paris,False alarm at Canadian embassy in Paris,"(0.0, 0.10000000000000009, 0.0)",Reprehensible
SemEval_1062,train,0.0,0.0,-0.07000000000000006,Taliban seize rural district in southwest as police flee,Taliban seize rural district in southwest as police flee,"(0.0, 0.0, -0.07000000000000006)",Repentant
SemEval_1063,train,-0.16500000000000004,0.08499999999999996,0.0,Afghan poppy war alienates farmers,Afghan poppy war alienates farmers,"(-0.16500000000000004, 0.08499999999999996, 0.0)",Reprehensible
SemEval_1064,train,0.0,-0.06499999999999995,0.0,Will North Korea honor pledge this time?,Will North Korea honor pledge this time?,"(0.0, -0.06499999999999995, 0.0)",Reserved
SemEval_1065,train,-0.19999999999999996,0.0,0.10000000000000009,Kim Jong-il bans Japanese cars in North Korea,[NAME] bans Japanese cars in North Korea,"(-0.19999999999999996, 0.0, 0.10000000000000009)",Weary with responsibility
SemEval_1066,train,-0.06000000000000005,-0.125,-0.06000000000000005,Iran vs. North Korea: not all enemies are equal,Iran vs. North Korea not all enemies are equal,"(-0.06000000000000005, -0.125, -0.06000000000000005)",Reserved
SemEval_1067,train,0.10000000000000009,-0.050000000000000044,0.0,Catholic archbishop outlines Anglican merger hopes,Catholic archbishop outlines Anglican merger hopes,"(0.10000000000000009, -0.050000000000000044, 0.0)",Reserved
SemEval_1068,train,-0.050000000000000044,0.0,-0.050000000000000044,Anglican and Catholic churches could merge,Anglican and Catholic churches could merge,"(-0.050000000000000044, 0.0, -0.050000000000000044)",Repentant
SemEval_1069,train,-0.65,0.19999999999999996,-0.1499999999999999,US helicopter crash kills 8 troops in Afghanistan,US helicopter crash kills 8 troops in Afghanistan,"(-0.65, 0.19999999999999996, -0.1499999999999999)",Upset
SemEval_107,train,0.31499999999999995,0.25,0.06000000000000005,Three found alive from missing Russian ship -report,Three found alive from missing Russian ship report,"(0.31499999999999995, 0.25, 0.06000000000000005)",Cooperative
SemEval_1070,train,-0.5,0.07000000000000006,-0.07000000000000006,Eight US soldiers killed in Zabul helicopter crash,Eight US soldiers killed in Zabul helicopter crash,"(-0.5, 0.07000000000000006, -0.07000000000000006)",Displeased
SemEval_1071,train,0.19999999999999996,0.0,0.10000000000000009,Arroyo lauds passage of anti-terror bill,Arroyo lauds passage of antiterror bill,"(0.19999999999999996, 0.0, 0.10000000000000009)",Modest
SemEval_1072,train,0.0,-0.050000000000000044,-0.050000000000000044,House passes anti-terrorism measure Manila,House passes antiterrorism measure Manila,"(0.0, -0.050000000000000044, -0.050000000000000044)",Repentant
SemEval_1073,train,0.0,-0.25,0.06000000000000005,Livingstone's transport empire may extend,[NAME] transport empire may extend,"(0.0, -0.25, 0.06000000000000005)",Reserved
SemEval_1074,train,0.10000000000000009,0.1499999999999999,0.1499999999999999,"London is pace-setter on congestion toll, says mayor","London is pacesetter on congestion toll, says mayor","(0.10000000000000009, 0.1499999999999999, 0.1499999999999999)",Proud and lonely
SemEval_1075,train,-0.1100000000000001,0.1100000000000001,0.05499999999999994,Protest greets congestion charge's westward push,Protest greets congestion charges westward push,"(-0.1100000000000001, 0.1100000000000001, 0.05499999999999994)",Reprehensible
SemEval_1076,train,-0.44999999999999996,0.10000000000000009,0.0,"Thailand attacks kill three, injure 70","Thailand attacks kill three, injure 70","(-0.44999999999999996, 0.10000000000000009, 0.0)",Displeased
SemEval_1077,train,0.19999999999999996,0.050000000000000044,0.1499999999999999,Thai Govt moves to smooth over relations with south,[NAME] moves to smooth over relations with south,"(0.19999999999999996, 0.050000000000000044, 0.1499999999999999)",Aloof
SemEval_1078,train,-0.3999999999999999,0.1499999999999999,-0.050000000000000044,Bombings say Muslim rebels won't negotiate,Bombings say Muslim rebels wont negotiate,"(-0.3999999999999999, 0.1499999999999999, -0.050000000000000044)",Sinful
SemEval_1079,train,-0.050000000000000044,-0.10000000000000009,-0.10000000000000009,Roots of autism more complex than thought,Roots of autism more complex than thought,"(-0.050000000000000044, -0.10000000000000009, -0.10000000000000009)",Reserved
SemEval_108,train,0.06000000000000005,-0.06000000000000005,0.125,Moderate drinking reduces men's heart attack risk,Moderate drinking reduces mens heart attack risk,"(0.06000000000000005, -0.06000000000000005, 0.125)",Proud and lonely
SemEval_1080,train,0.0,0.0,0.18999999999999995,Largest ever autism study identifies two genetic culprits,Largest ever autism study identifies two genetic culprits,"(0.0, 0.0, 0.18999999999999995)",Proud and lonely
