id,split,V,A,D,text,fil_text_5
NYTnewswire5_1839_1926,train,3.0,3.0,3.0,Chinese hot-and-sour soup made with egg white and crabmeat often includes bitter melon.,Chinese hotandsour soup made with egg white and crabmeat often includes bitter melon.
NYTnewswire5_1927_1988,train,3.0,2.86,3.14,"It also appears in stir-frys, especially those based on pork.","It also appears in stirfrys, especially those based on pork."
NYTnewswire5_1989_2030,train,3.2,2.7,3.0,Black bean sauce is a favorite seasoning.,Black bean sauce is a favorite seasoning.
NYTnewswire5_2031_2083,dev,2.86,3.0,3.0,"When pickled, bitter melon makes a savory condiment.","When pickled, bitter melon makes a savory condiment."
NYTnewswire5_2089_2231,train,3.1,2.8,3.1,"In Vietnam, bitter melon halves are stuffed with meat mixtures, such as ground pork with black mushrooms and cellophane noodles, then braised.","In Vietnam, bitter melon halves are stuffed with meat mixtures, such as ground pork with black mushrooms and cellophane noodles, then braised."
NYTnewswire5_2232_2439,train,3.2,3.0,3.0,"Colin Spencer's ""Vegetable Book"" details an intriguing Indian chapati in which bitter melon, seeds left intact, is sliced, parboiled, then mixed with lightly fried garlic and Indian spices, flour and yogurt.","Colin Spencers Vegetable Book details an intriguing Indian chapati in which bitter melon, seeds left intact, is sliced, parboiled, then mixed with lightly fried garlic and Indian spices, flour and yogurt."
NYTnewswire5_2440_2536,train,3.0,2.64,3.0,"The mixture is fried like a thick pancake and served, sliced, with rice, naan and other curries.","The mixture is fried like a thick pancake and served, sliced, with rice, naan and other curries."
NYTnewswire5_323_352,train,3.1,3.3,3.1,THE PRODUCE BIN: Bitter melon,THE PRODUCE BIN Bitter melon
NYTnewswire5_418_590,test,3.1,3.1,3.0,"SAN FRANCISCO -- A staple of Chinese and Indian cooking, these gourds (botanically, Momordica charantia) with skin like toads grow on climbing vines that can reach 12 feet.","SAN FRANCISCO  A staple of Chinese and Indian cooking, these gourds botanically, Momordica charantia with skin like toads grow on climbing vines that can reach 12 feet."
NYTnewswire5_591_647,train,3.0,2.83,3.0,The Chinese and Indian varieties differ little in taste.,The Chinese and Indian varieties differ little in taste.
NYTnewswire5_648_820,train,3.0,2.75,3.25,"Though they resemble squashes, they are natives to Asia, rather than the Americas, but are now cultivated in many regions of the world that boast moderate to warm climates.","Though they resemble squashes, they are natives to Asia, rather than the Americas, but are now cultivated in many regions of the world that boast moderate to warm climates."
NYTnewswire5_821_911,train,2.9,2.8,3.0,"Hmong farmers grow them in California's Central Valley, and Mexico has a substantial crop.","Hmong farmers grow them in Californias Central Valley, and Mexico has a substantial crop."
NYTnewswire5_917_1030,train,3.0,3.0,3.0,SEASON Bitter melons can be found in Asian and specialty produce markets primarily from spring through late fall.,SEASON Bitter melons can be found in Asian and specialty produce markets primarily from spring through late fall.
NYTnewswire6_1196_1381,train,3.2,2.9,3.0,"Friday to Sunday, the action moves to Napa, with both members-only and public events at COPIA: The American Center for Wine, Food and the Arts, of which she is an honorary board member.","Friday to Sunday, the action moves to Napa, with both membersonly and public events at COPIA The American Center for Wine, Food and the Arts, of which she is an honorary board member."
NYTnewswire6_1387_1626,train,3.8,3.6,3.3,"Aug. 15, her actual birthday, will see her in Maine at an annual gathering of nieces, nephews, their offspring and friends, who for many years have rolled a joined birthday celebration for several members of the group into a jolly reunion.","Aug. 15, her actual birthday, will see her in Maine at an annual gathering of nieces, nephews, their offspring and friends, who for many years have rolled a joined birthday celebration for several members of the group into a jolly reunion."
NYTnewswire6_1632_1876,train,3.0,3.14,2.86,"The schedule Child and her assistant of 14 years, former pastry chef Stephanie Hersh, have laid out is not exactly a senior-citizen routine, even though Child has always been candid about her age and realistic in assessing her own capabilities.","The schedule [NAME] and her assistant of 14 years, former pastry chef [NAME], have laid out is not exactly a seniorcitizen routine, even though [NAME] has always been candid about her age and realistic in assessing her own capabilities."
NYTnewswire6_170_260,train,3.2,2.9,3.2,Grande dame of cooking still going strong at 90: Julia Child celebrates in San Francisco,Grande dame of cooking still going strong at 90 Julia Child celebrates in San Francisco
NYTnewswire6_1882_2122,train,2.7,2.7,3.0,"When the Pasadena native moved back to California from her long-time home in the Boston area last year, she also made the move from a condominium she and her late husband, Paul, had purchased many years ago to a progressive retirement home.","When the Pasadena native moved back to California from her longtime home in the Boston area last year, she also made the move from a condominium she and her late husband, [NAME], had purchased many years ago to a progressive retirement home."
NYTnewswire6_2123_2276,train,3.1,3.0,3.1,"She is in the most active of the four levels available, but should the need arise, she can move on to assisted living facilities within the same complex.","She is in the most active of the four levels available, but should the need arise, she can move on to assisted living facilities within the same complex."
NYTnewswire6_2282_2351,train,3.1,2.9,2.9,"""Julia,"" explains Hersh, ""made these retirement plans many years ago.","Julia, explains [NAME], made these retirement plans many years ago."
NYTnewswire6_2352_2444,train,2.44,3.11,3.11,"She thinks it's selfish for people not to make arrangements for their old age in good time.""",She thinks its selfish for people not to make arrangements for their old age in good time.
NYTnewswire6_2450_2503,train,3.25,3.0,3.12,"But so far, age has been kind to the ebullient Child.","But so far, age has been kind to the ebullient [NAME]."
NYTnewswire6_2504_2757,train,3.3,3.2,3.0,"In a phone interview a couple of weeks ago, she reported with glee that surgery early this month to remove a small cyst on her spinal cord had ""miraculously"" cleared up recent problems in walking: ""Turned out there is nothing wrong with my legs at all.""","In a phone interview a couple of weeks ago, she reported with glee that surgery early this month to remove a small cyst on her spinal cord had miraculously cleared up recent problems in walking Turned out there is nothing wrong with my legs at all."
NYTnewswire6_2763_2842,train,3.0,2.9,2.5,"So she can once again go shopping, buying whatever seems best on any given day.","So she can once again go shopping, buying whatever seems best on any given day."
NYTnewswire6_2843_3037,train,2.9,2.5,3.2,"Though she had a ""nice"" kitchen installed in her new home, Child said it's like a ship's galley -- a far cry from the huge, three-pantry kitchen Paul Child designed for their house in Cambridge.","Though she had a nice kitchen installed in her new home, Child said its like a ships galley  a far cry from the huge, threepantry kitchen [NAME] designed for their house in Cambridge."
NYTnewswire6_3038_3186,test,3.0,2.88,3.12,"That may well be the best-known kitchen in America, since it became the site of the ""French Chef"" television programs, which started airing in 1962.","That may well be the bestknown kitchen in America, since it became the site of the French Chef television programs, which started airing in 1962."
NYTnewswire6_3192_3278,train,2.9,2.8,2.7,"""Back there, we always ate in the kitchen,"" Child reminisced, ""I cannot do that here.""","Back there, we always ate in the kitchen, Child reminisced, I cannot do that here."
NYTnewswire6_3279_3454,train,2.9,3.0,3.1,"That means her entertaining has been curtailed, even though she still has an active social life with the many friends the Childs made during 22 winters spent in Santa Barbara.","That means her entertaining has been curtailed, even though she still has an active social life with the many friends the [NAME] made during 22 winters spent in Santa Barbara."
NYTnewswire6_3460_3538,train,3.44,3.22,3.22,She will have reunions of sorts with her famous kitchen in the next few weeks.,She will have reunions of sorts with her famous kitchen in the next few weeks.
NYTnewswire6_347_432,train,3.2,3.1,3.0,"How does it feel to turn 90 and have attained the status of an icon, a living legend?","How does it feel to turn 90 and have attained the status of an icon, a living legend?"
NYTnewswire6_3539_3734,train,3.0,2.57,3.14,"One of its Peg-Board walls was dismantled and reinstalled at COPIA; the rest went to Washington, D.C., and the Behring Center of the Smithsonian Institution's National Museum of American History.","One of its PegBoard walls was dismantled and reinstalled at COPIA the rest went to Washington, D.C., and the Behring Center of the Smithsonian Institutions National Museum of American History."
NYTnewswire6_3735_3924,train,3.3,3.2,3.1,"(all CQ) Hersh recalls the museum staff's approach to preserving the famous kitchen as awesome: They cataloged and photographed everything, from stove to windows, blinds to drawer contents.","all [NAME] recalls the museum staffs approach to preserving the famous kitchen as awesome They cataloged and photographed everything, from stove to windows, blinds to drawer contents."
NYTnewswire6_3925_4055,test,3.0,3.1,3.3,"As reinstalled in Washington, the kitchen should be as we all remember it from countless TV shows, ""right down to the toothpicks.""","As reinstalled in Washington, the kitchen should be as we all remember it from countless TV shows, right down to the toothpicks."
NYTnewswire6_4061_4155,test,3.1,3.1,3.0,Child will go to the capital for the debut of the exhibit right after the Maine birthday bash.,Child will go to the capital for the debut of the exhibit right after the Maine birthday bash.
NYTnewswire6_4156_4305,train,2.7,3.1,2.7,"To see her kitchen -- and by extension, herself -- enshrined in the Smithsonian, she said, ""will be an odd feeling"" and no doubt bring back memories.","To see her kitchen  and by extension, herself  enshrined in the Smithsonian, she said, will be an odd feeling and no doubt bring back memories."
NYTnewswire6_4311_4401,train,3.1,2.8,3.0,"But Child is not one to get maudlin about the past, though she does want to keep it alive.","But Child is not one to get maudlin about the past, though she does want to keep it alive."
NYTnewswire6_4402_4575,train,3.3,3.2,3.1,She's already got her next project picked out: A memoir of her and Paul's life in the diplomatic service with his professional photographs and some of her collected recipes.,Shes already got her next project picked out A memoir of her and Pauls life in the diplomatic service with his professional photographs and some of her collected recipes.
NYTnewswire6_4581_4807,train,3.1,3.1,3.1,"It will undoubtedly retell how the seeds of her culinary career were sown: Fresh off the boat on their way to Paris and Paul Child's new posting (they had met in Sri Lanka during World War II), they stopped for lunch in Rouen.","It will undoubtedly retell how the seeds of her culinary career were sown Fresh off the boat on their way to Paris and [NAME] new posting they had met in Sri Lanka during World War II, they stopped for lunch in Rouen."
NYTnewswire6_4808_5089,train,3.2,3.1,3.2,"That lunch lit a spark that made Julia decide to take classes at the Cordon Bleu, which in turn led to her friendship and collaboration with Simone Beck and Louisette Bertholle, co-authors of ""Mastering the Art of French Cooking,"" and, ultimately, to America's culinary revolution.","That lunch lit a spark that made [NAME] decide to take classes at the Cordon Bleu, which in turn led to her friendship and collaboration with [NAME] and [NAME], coauthors of Mastering the Art of French Cooking, and, ultimately, to Americas culinary revolution."
NYTnewswire6_5095_5195,train,3.14,2.86,3.0,"For information on COPIA events open to the public, sign on to www.copia.org or call (707) 259-1600.","For information on COPIA events open to the public, sign on to www.copia.org or call 707 2591600."
NYTnewswire6_5198_5218,train,3.0,2.8,3.1,How to feed a legend,How to feed a legend
NYTnewswire6_5221_5328,train,2.89,3.33,3.11,So what do you prepare when asked to cook a birthday dinner for America's most famous culinary personality?,So what do you prepare when asked to cook a birthday dinner for Americas most famous culinary personality?
NYTnewswire6_5334_5490,train,3.5,3.0,3.3,Some of the country's top chefs will answer that question Thursday at the 20 dinners nationwide that will celebrate Julia Child's approaching 90th birthday.,Some of the countrys top chefs will answer that question Thursday at the 20 dinners nationwide that will celebrate [NAME] approaching 90th birthday.
NYTnewswire6_5491_5660,train,3.3,3.3,3.2,"The question may be most acute for three San Francisco chefs preparing the long sold-out dinner at Fifth Floor restaurant, because the honoree herself plans to be there.","The question may be most acute for three San Francisco chefs preparing the long soldout dinner at Fifth Floor restaurant, because the honoree herself plans to be there."
NYTnewswire6_5666_5805,train,3.11,2.67,3.11,"They are the host restaurant's executive chef, Laurent Gras; his counterpart at Masa's, Ron Siegel, and Masa pastry chef Keith Jeanminette.","They are the host restaurants executive chef, [NAME] his counterpart at Masas, [NAME], and Masa pastry chef [NAME]."
NYTnewswire6_6021_6101,train,3.89,3.56,3.44,"""It seems she loves soups,"" said Siegel, ""so I am picking up on her vichyssoise.","It seems she loves soups, said [NAME], so I am picking up on her vichyssoise."
NYTnewswire6_605_736,train,3.2,3.0,3.0,"The show, along with her seminal book, ""Mastering the Art of French Cooking"" (1961), revolutionized the way America cooks and eats.","The show, along with her seminal book, Mastering the Art of French Cooking 1961, revolutionized the way America cooks and eats."
NYTnewswire6_6102_6213,test,3.44,3.11,3.0,"But since it's the middle of summer, I am adding fresh corn to it"" -- plus a dollop of caviar for good measure.","But since its the middle of summer, I am adding fresh corn to it  plus a dollop of caviar for good measure."
NYTnewswire6_6219_6376,test,3.0,3.1,2.8,"In the same vein, Gras is tweaking her salade nicoise, and Jeanminette is adapting her mousse au chocolat to become a spectacular six-layer pecan marjolaine.","In the same vein, [NAME] is tweaking her salade nicoise, and [NAME] is adapting her mousse au chocolat to become a spectacular sixlayer pecan marjolaine."
NYTnewswire6_6377_6402,train,3.0,2.9,3.0,He could hardly go wrong.,He could hardly go wrong.
NYTnewswire6_6403_6538,train,3.25,3.25,3.38,"When Child was asked some years back what she would order for her last meal, she ended the list with ""something chocolate for dessert.""","When [NAME] was asked some years back what she would order for her last meal, she ended the list with something chocolate for dessert."
NYTnewswire6_6544_6582,train,3.0,2.5,3.0,Here is the San Francisco chefs' menu:,Here is the San Francisco chefs menu
NYTnewswire6_6585_6613,train,3.0,2.78,3.0,Corn vichyssoise with caviar,Corn vichyssoise with caviar
NYTnewswire6_6619_6654,train,3.2,2.9,3.0,Julia's composed near-nicoise salad,Julias composed nearnicoise salad
NYTnewswire6_6660_6698,dev,3.12,3.25,3.12,Atlantic halibut with flavored butters,Atlantic halibut with flavored butters
NYTnewswire6_6704_6818,train,3.12,2.75,3.0,Sonoma duck breast a la Julia Child with crispy pancetta and sweet summer onions and naturally enriched duck sauce,Sonoma duck breast a la [NAME] with crispy pancetta and sweet summer onions and naturally enriched duck sauce
NYTnewswire6_6824_6934,train,3.4,3.3,3.1,"Six-layer pecan marjolaine with Julia's coffee chocolate mousse, cocoa meringue, pecan crust and citrus sorbet","Sixlayer pecan marjolaine with [NAME] coffee chocolate mousse, cocoa meringue, pecan crust and citrus sorbet"
NYTnewswire6_6936_6941,train,3.0,2.6,3.0,list>,list
NYTnewswire6_6946_6961,test,3.25,3.0,3.38,Words of wisdom,Words of wisdom
NYTnewswire6_6967_7034,train,3.43,3.29,3.43,Julia Child doesn't have much use for fads and trends -- never has.,[NAME] doesnt have much use for fads and trends  never has.
NYTnewswire6_7035_7252,train,3.0,2.9,2.9,"She never subscribed to cuisine minceur, cholesterol-free cooking, meat-free meal plans, organic food or any of the other politically correct trends of different times -- and that includes restricted diets, in spades.","She never subscribed to [NAME], [NAME], meatfree meal plans, organic food or any of the other politically correct trends of different times  and that includes restricted diets, in spades."
NYTnewswire6_7258_7362,train,3.2,3.0,3.4,"However, an active woman all her life, she is aware of the need to keep ones weight and fitness in mind.","However, an active woman all her life, she is aware of the need to keep ones weight and fitness in mind."
NYTnewswire6_7363_7417,train,3.0,3.14,3.14,Here are her personal rules for achieving these goals:,Here are her personal rules for achieving these goals
NYTnewswire6_7424_7443,train,3.0,2.9,3.1,Take small helpings,Take small helpings
NYTnewswire6_742_863,train,3.44,3.0,3.33,"While making light of the difference a day -- or another decade -- makes, Child intends to enjoy her birthday thoroughly.","While making light of the difference a day  or another decade  makes, Child intends to enjoy her birthday thoroughly."
NYTnewswire6_7449_7459,train,2.6,2.7,2.8,No seconds,No seconds
NYTnewswire6_7465_7476,test,2.7,3.0,3.5,No snacking,No snacking
NYTnewswire6_7482_7512,train,3.0,3.0,3.14,Eat a little bit of everything,Eat a little bit of everything
NYTnewswire6_7518_7552,train,3.4,2.6,3.2,Drink modest amounts of good wine.,Drink modest amounts of good wine.
NYTnewswire6_7556_7573,train,3.33,3.22,3.0,Why we love Julia,Why we love [NAME]
NYTnewswire6_7639_7771,test,3.0,2.67,3.22,It's easy to imagine what Bay Area chefs like Alice Waters or Michael Mina might have to say about Julia Child on her 90th birthday.,Its easy to imagine what Bay Area chefs like [NAME] or [NAME] might have to say about Julia Child on her 90th birthday.
NYTnewswire6_7772_7870,train,2.9,2.9,2.9,But what about Bay Area notables who like to cook but are not connected to a professional kitchen?,But what about Bay Area notables who like to cook but are not connected to a professional kitchen?
NYTnewswire6_7876_8131,train,3.22,3.11,3.11,"Susie Tompkins Buell, socialite and political activist who co-founded the Esprit de Corps fashion company: ""When I think of Julia Child I think of the television episode where she's showing you how to make a turkey dinner and the turkey fell on the floor.","[NAME], socialite and political activist who cofounded the Esprit de Corps fashion company When I think of [NAME] I think of the television episode where shes showing you how to make a turkey dinner and the turkey fell on the floor."
NYTnewswire6_8132_8231,train,3.0,3.1,3.3,"It's live and she leans over and picks it up and says, `What the guests don't see won't hurt them.'","Its live and she leans over and picks it up and says, What the guests dont see wont hurt them."
NYTnewswire6_8232_8283,train,3.2,3.2,3.4,You have to be playful and confident about cooking.,You have to be playful and confident about cooking.
NYTnewswire6_8284_8325,train,3.11,2.89,2.89,"She cooks that way, and I cook that way.""","She cooks that way, and I cook that way."
NYTnewswire6_8331_8506,train,3.4,3.2,3.0,"Denise Hale, social icon and Liza Minnelli's stepmother: ""Julia Child gave to all women one beautiful present: Watching her series you found out you don't have to be perfect.""","[NAME], social icon and [NAME] stepmother [NAME] gave to all women one beautiful present Watching her series you found out you dont have to be perfect."
NYTnewswire6_8512_8646,dev,3.7,3.5,3.2,"Francis Ford Coppola, film director: ""I think she's a fascinating woman, and I enjoy very much watching her shows with Jacques Pepin.""","[NAME], film director I think shes a fascinating woman, and I enjoy very much watching her shows with [NAME]."
NYTnewswire6_864_1190,train,3.29,3.0,3.14,"First, there will be all the public observances, including a sold-out dinner Thursday at San Francisco's tony Fifth Floor restaurant, which -- like dinners that night at 19 other venues across the country -- will benefit the scholarship fund of the International Association of Culinary Professionals (which Child co-founded).","First, there will be all the public observances, including a soldout dinner Thursday at San Franciscos tony Fifth Floor restaurant, which  like dinners that night at 19 other venues across the country  will benefit the scholarship fund of the International Association of Culinary Professionals which Child cofounded."
NYTnewswire6_8652_8794,train,3.4,3.2,3.1,"Harry Denton, San Francisco nightclub owner: ""My favorite thing about her is her straightforward honesty and that her favorite food is butter.","[NAME], San Francisco nightclub owner My favorite thing about her is her straightforward honesty and that her favorite food is butter."
NYTnewswire6_8795_8815,train,3.8,3.3,3.1,"I love butter, too.""","I love butter, too."
NYTnewswire6_8821_9066,train,2.89,3.11,3.0,"Michael Chabon, author of Pulitzer Prize winner ""The Amazing Adventures of Kavalier & Clay"": ""All I think of when I think of her now is Dan Akroyd pretending to be her (on Saturday Night Live) and chopping his fingers off and bleeding all over.""","[NAME], author of Pulitzer Prize winner The Amazing Adventures of Kavalier  Clay All I think of when I think of her now is [NAME] pretending to be her on Saturday Night Live and chopping his fingers off and bleeding all over."
NYTnewswire7_1069_1151,train,3.2,3.4,3.5,The nationwide boycott of Chilean seabass is a potent example of the new activism.,The nationwide boycott of Chilean seabass is a potent example of the new activism.
NYTnewswire7_1157_1222,train,3.0,3.0,3.8,"""I have made it a policy of mine never to serve Chilean seabass,""","I have made it a policy of mine never to serve Chilean seabass,"
NYTnewswire7_1157_1320,train,3.0,2.5,3.0,"""I have made it a policy of mine never to serve Chilean seabass,"" said Billy Hahn, executive chef at Jake's Famous Crawfish, a Portland, Ore., landmark since 1892.","I have made it a policy of mine never to serve Chilean seabass, said [NAME], executive chef at Jakes Famous Crawfish, a Portland, Ore., landmark since 1892."
NYTnewswire7_1321_1343,train,2.45,3.27,3.73,"""I refuse to sell it.""",I refuse to sell it.
NYTnewswire7_1349_1468,train,3.0,2.7,3.0,"Chilean seabass, also known as Patagonian toothfish, came into vogue in the 1990s in U.S. restaurants and fish markets.","Chilean seabass, also known as Patagonian toothfish, came into vogue in the 1990s in U.S. restaurants and fish markets."
NYTnewswire7_135_185,train,3.5,3.8,3.3,RESPONSIBLE SEAFOOD SALES ARE THE CATCH OF THE DAY,RESPONSIBLE SEAFOOD SALES ARE THE CATCH OF THE DAY
NYTnewswire7_1469_1650,train,3.0,3.0,2.9,"With rising demand for the firm, oil-rich fish came pirate fishing fleets eager to cash in on its popularity -- even if it meant skirting catch limits and environmental regulations.","With rising demand for the firm, oilrich fish came pirate fishing fleets eager to cash in on its popularity  even if it meant skirting catch limits and environmental regulations."
NYTnewswire7_1656_1801,train,2.89,3.11,2.89,"Contrary to what some restaurants and retailers tell their customers, the U.S. government does not consider the Chilean seabass to be endangered.","Contrary to what some restaurants and retailers tell their customers, the U.S. government does not consider the Chilean seabass to be endangered."
NYTnewswire7_1802_1854,train,2.3,3.0,2.8,"But in some areas, the seabass are being overfished.","But in some areas, the seabass are being overfished."
NYTnewswire7_1860_2092,train,2.27,3.18,2.91,"That is potentially a problem because Chilean seabass are a long-lived species -- living as long as 50 years -- and reproduce slowly, said Susan Buchanan, a spokeswoman for the federal government's National Marine Fisheries Service.","That is potentially a problem because Chilean seabass are a longlived species  living as long as 50 years  and reproduce slowly, said [NAME], a spokeswoman for the federal governments National Marine Fisheries Service."
NYTnewswire7_188_318,train,2.9,2.4,2.9,"ATTENTION EDITORS: This article from the NEWHOUSE NEWS SERVICE report of TUESDAY, JULY 30, 2002, is available as a ""separate buy.""","ATTENTION EDITORS This article from the NEWHOUSE NEWS SERVICE report of TUESDAY, JULY 30, 2002, is available as a separate buy."
NYTnewswire7_2098_2262,test,2.7,3.2,3.3,"The NMFS estimates that in 2000, more than 16,000 tons of Chilean seabass were legally caught from an internationally regulated harvest area in the Antarctic Ocean.","The NMFS estimates that in 2000, more than 16,000 tons of Chilean seabass were legally caught from an internationally regulated harvest area in the Antarctic Ocean."
NYTnewswire7_2263_2370,train,2.44,3.22,2.89,"But more than 32,000 tons may have been taken illegally from those same waters, the fisheries service said.","But more than 32,000 tons may have been taken illegally from those same waters, the fisheries service said."
NYTnewswire7_2376_2513,dev,2.88,2.88,3.25,"Impatient with regulators, the National Environmental Trust began a boycott campaign in February called ""Take a Pass on Chilean Seabass.""","Impatient with regulators, the National Environmental Trust began a boycott campaign in February called Take a Pass on Chilean Seabass."
NYTnewswire7_2514_2600,train,3.4,2.9,3.2,The Washington-based conservation group says more than 530 restaurants have signed on.,The Washingtonbased conservation group says more than 530 restaurants have signed on.
NYTnewswire7_2606_2736,train,2.89,3.0,3.0,A number of restaurants not officially part of the National Environmental Trust boycott also have stopped serving Chilean seabass.,A number of restaurants not officially part of the National Environmental Trust boycott also have stopped serving Chilean seabass.
NYTnewswire7_2737_2782,train,2.9,2.9,3.0,And it's not just the white tablecloth crowd.,And its not just the white tablecloth crowd.
NYTnewswire7_2788_3027,train,3.1,2.7,3.2,"Red Lobster, with 660 restaurants in the United States and Canada, dropped Chilean seabass from the menu in the past year because of ""sustainability"" concerns, said Wendy Spirduso, communications director for the Orlando, Fla.-based chain.","[NAME], with 660 restaurants in the United States and Canada, dropped Chilean seabass from the menu in the past year because of sustainability concerns, said [NAME], communications director for the Orlando, Fla.based chain."
NYTnewswire7_2921_2937,train,3.0,3.0,3.11,"""sustainability""",sustainability
NYTnewswire7_3033_3081,train,2.75,3.12,2.88,Some retailers also have pulled Chilean seabass.,Some retailers also have pulled Chilean seabass.
NYTnewswire7_3087_3169,train,2.9,3.0,2.7,"""We've discontinued selling swordfish, Chilean seabass, orange roughy and marlin,""","Weve discontinued selling swordfish, Chilean seabass, orange roughy and marlin,"
NYTnewswire7_3087_3259,train,2.6,3.1,3.2,"""We've discontinued selling swordfish, Chilean seabass, orange roughy and marlin,"" said Mark Cockcroft, national seafood buyer for Wild Oats Markets, a chain of 103 stores.","Weve discontinued selling swordfish, Chilean seabass, orange roughy and marlin, said [NAME], national seafood buyer for Wild Oats Markets, a chain of 103 stores."
NYTnewswire7_3260_3393,test,3.0,3.0,3.12,"""We are also taking a real hard look currently at almost all species of shark, though we haven't made a formal statement about that.""","We are also taking a real hard look currently at almost all species of shark, though we havent made a formal statement about that."
NYTnewswire7_3399_3483,test,2.75,2.88,3.0,"Whole Foods Markets, with 133 stores nationwide, also does not sell Chilean seabass.","Whole Foods Markets, with 133 stores nationwide, also does not sell Chilean seabass."
NYTnewswire7_3489_3739,train,3.0,2.75,3.0,"All of this comes at a time when Americans are consuming more seafood: 15 to 16 pounds per person each year, compared with 10.3 pounds per person in 1960 and 12.5 pounds in 1980, according to the National Fisheries Institute, an industry association.","All of this comes at a time when Americans are consuming more seafood 15 to 16 pounds per person each year, compared with 10.3 pounds per person in 1960 and 12.5 pounds in 1980, according to the National Fisheries Institute, an industry association."
NYTnewswire7_3745_3825,dev,2.43,3.14,2.86,"At the same time, about half the world's fisheries are being fished to capacity.","At the same time, about half the worlds fisheries are being fished to capacity."
NYTnewswire7_3831_4034,train,2.7,3.0,2.8,"The Food and Agriculture Organization of the United Nations reports that 47 percent to 50 percent of stocks are ""fully exploited,"" meaning that catches have either reached or are close to maximum limits.","The Food and Agriculture Organization of the United Nations reports that 47 percent to 50 percent of stocks are fully exploited, meaning that catches have either reached or are close to maximum limits."
NYTnewswire7_4035_4171,train,2.37,3.0,3.0,"Another 15 percent to 18 percent are ""overexploited,"" and 9 percent to 10 percent have been ""depleted or are recovering from depletion.""","Another 15 percent to 18 percent are overexploited, and 9 percent to 10 percent have been depleted or are recovering from depletion."
NYTnewswire7_4177_4304,train,2.89,2.89,3.0,The seafood industry is less than thrilled about this surge of interest in ocean ecosystems from people who are not scientists.,The seafood industry is less than thrilled about this surge of interest in ocean ecosystems from people who are not scientists.
NYTnewswire7_4310_4483,dev,3.0,3.0,3.1,"Fisheries management is best left to the experts, said Thor Lassen, president of Ocean Trust, a research and conservation foundation partly financed by the fishing industry.","Fisheries management is best left to the experts, said [NAME], president of Ocean Trust, a research and conservation foundation partly financed by the fishing industry."
NYTnewswire7_4484_4642,train,3.0,3.0,3.22,"""It involves very complicated choices that have to do with the biology of species, their life cycles, how they respond to various changes in the oceans, etc.""","It involves very complicated choices that have to do with the biology of species, their life cycles, how they respond to various changes in the oceans, etc."
NYTnewswire7_4648_4770,train,2.57,2.86,3.14,"When there's a boycott, Lassen said, ""it's not environmentalists or chefs making the sacrifice, it's coastal communities.""","When theres a boycott, [NAME] said, its not environmentalists or chefs making the sacrifice, its coastal communities."
NYTnewswire7_4685_4770,train,2.44,3.11,2.67,"""it's not environmentalists or chefs making the sacrifice, it's coastal communities.""","its not environmentalists or chefs making the sacrifice, its coastal communities."
NYTnewswire7_4776_4932,train,2.9,3.1,2.9,"Rod Moore, executive director of the West Coast Seafood Processors Association, suggests that activists with an agenda are manipulating chefs and retailers.","[NAME], executive director of the West Coast Seafood Processors Association, suggests that activists with an agenda are manipulating chefs and retailers."
NYTnewswire7_4938_5179,train,3.0,3.0,3.1,"The conservation groups providing information to chefs and retailers and lists of environmentally appropriate seafoods to consumers are the same groups working to affect fisheries management on the political and regulatory level, Moore said.","The conservation groups providing information to chefs and retailers and lists of environmentally appropriate seafoods to consumers are the same groups working to affect fisheries management on the political and regulatory level, Moore said."
NYTnewswire7_5185_5340,train,3.2,3.0,3.0,"That's simply good strategy, said James Leape, deputy director of the conservation program for the David and Lucile Packard Foundation in Los Altos, Calif.","Thats simply good strategy, said [NAME], deputy director of the conservation program for the David and Lucile Packard Foundation in Los Altos, Calif."
NYTnewswire7_5346_5447,test,3.5,3.0,3.2,"In 2000 and 2001, the Packard Foundation awarded $26 million in marine fisheries conservation grants.","In 2000 and 2001, the Packard Foundation awarded 26 million in marine fisheries conservation grants."
NYTnewswire7_5448_5532,train,3.2,3.0,3.0,They included support for marine reserves and money for fisheries management reform.,They included support for marine reserves and money for fisheries management reform.
NYTnewswire7_5533_5614,train,3.3,2.8,2.9,More than $7 million was given to projects aimed at educating the general public.,More than 7 million was given to projects aimed at educating the general public.
NYTnewswire7_5620_5795,dev,3.0,2.8,2.9,"""One of the principal concerns of the Packard Foundation is the preservation of natural resources, particularly in the oceans, and one of the greatest threats is overfishing,""","One of the principal concerns of the Packard Foundation is the preservation of natural resources, particularly in the oceans, and one of the greatest threats is overfishing,"
NYTnewswire7_5620_5807,train,2.8,2.7,3.3,"""One of the principal concerns of the Packard Foundation is the preservation of natural resources, particularly in the oceans, and one of the greatest threats is overfishing,"" Leape said.","One of the principal concerns of the Packard Foundation is the preservation of natural resources, particularly in the oceans, and one of the greatest threats is overfishing, [NAME] said."
NYTnewswire7_567_697,train,2.9,2.8,3.1,(UNDATED) Chefs and seafood retailers are wading into one of the hottest natural resource issues of the day: fisheries management.,UNDATED Chefs and seafood retailers are wading into one of the hottest natural resource issues of the day fisheries management.
NYTnewswire7_5992_6111,train,2.5,2.9,3.3,"The Monterey Bay Aquarium's Web site rates different species of fish for overfishing, habitat damage and other factors.","The Monterey Bay Aquariums Web site rates different species of fish for overfishing, habitat damage and other factors."
